Rank,Length,Released,BPM,Key,Genre,Label,Date,Track_ID
27,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-05-20,
28,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-05-20,
29,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-05-20,
30,5:49,2020-04-24,127,A min,Tech House,Sola,2020-05-20,
31,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-05-20,
32,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-05-20,
33,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-05-20,
34,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-05-20,
35,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-05-20,
36,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-20,
37,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-05-20,
38,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-05-20,
39,5:39,2020-04-27,123,G maj,House,Idol Records,2020-05-20,
40,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-05-20,
41,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-05-20,
42,5:44,2020-05-08,138,C min,Trance,Armada Music Bundles,2020-05-20,
43,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-05-20,
44,7:55,2020-05-04,122,D min,Melodic House & Techno,Anjunadeep,2020-05-20,
45,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-05-20,
46,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-05-20,
47,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-05-20,
48,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-05-20,
49,8:03,2020-05-08,127,A min,Tech House,Hot Creations,2020-05-20,
50,6:38,2020-05-08,126,B min,Tech House,Glasgow Underground,2020-05-20,
51,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-20,
52,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-05-20,
53,7:18,2020-05-01,128,A♯ maj,House,Defected,2020-05-20,
54,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-05-20,
55,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-05-20,
56,5:24,2020-04-10,128,A♯ min,Tech House,Etiquette,2020-05-20,
57,4:44,2020-05-08,126,G maj,Bass House,SPINNIN' RECORDS,2020-05-20,
58,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-05-20,
59,4:13,2020-05-08,88,E min,Drum & Bass,Viper Recordings,2020-05-20,
60,8:59,2020-02-24,122,D min,Progressive House,Lost & Found,2020-05-20,
61,7:34,2020-05-08,123,G min,House,Higher Ground (Mad Decent),2020-05-20,
62,6:15,2020-04-24,124,B min,Tech House,Toolroom,2020-05-20,
63,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-05-20,
64,4:34,2020-05-08,87,G min,Drum & Bass,Time Is Now / Turno,2020-05-20,
65,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-05-20,
66,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-05-20,
67,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-05-20,
68,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-05-20,
69,4:55,2020-04-17,87,E min,Drum & Bass,The North Quarter,2020-05-20,
70,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-05-20,
71,6:00,2020-03-20,125,F maj,House,Cube Recordings,2020-05-20,
72,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-05-20,
73,5:02,2020-05-08,120,A min,Progressive House,UV,2020-05-20,
74,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-20,
75,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-05-20,
76,5:53,2020-05-08,125,D♯ min,Progressive House,8Bit,2020-05-20,
77,6:46,2019-10-10,124,G♯ min,Progressive House,Loaded Records,2020-05-20,
78,7:11,2020-02-07,130,C♯ min,House,FFRR,2020-05-20,
79,5:52,2020-04-03,128,G♯ maj,Tech House,Columbia (Sony),2020-05-20,
80,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-05-20,
81,5:30,2020-05-15,125,A♯ min,Tech House,DIRTYBIRD,2020-05-20,
82,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-05-20,
83,5:30,2020-05-08,90,F♯ min,Drum & Bass,Born On Road,2020-05-20,
84,4:53,2020-04-20,88,C maj,Drum & Bass,Jungle Cakes,2020-05-20,
85,7:12,2020-02-17,130,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-20,
86,5:35,2020-04-24,122,G min,Deep House,I/AM/ME (BMG),2020-05-20,
87,3:48,2020-05-29,121,D♯ min,Dance,UNI/MOTOWN,2020-05-20,
88,3:09,2019-12-13,123,G min,Bass House,Higher Ground (Mad Decent),2020-05-20,
89,4:19,2020-05-08,122,G min,Tech House,Higher Ground (Mad Decent),2020-05-20,
90,5:33,2020-04-03,126,C min,Melodic House & Techno,Afterlife Records,2020-05-20,
91,7:05,2020-05-08,123,C min,Progressive House,Freegrant Music,2020-05-20,
92,5:53,2020-05-01,127,A♯ maj,Tech House,Trick,2020-05-20,
93,3:24,2020-04-30,122,A min,Bass House,Malaa Music LLC,2020-05-20,
94,5:14,2020-02-28,122,F♯ min,Nu Disco / Disco,Music To Dance To Records,2020-05-20,
95,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-05-20,
96,4:53,2020-01-03,126,C min,Funky / Groove / Jackin' House,Omerta,2020-05-20,
97,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-05-20,
98,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-20,
99,7:05,2020-05-01,123,D min,Progressive House,BeatFreak Recordings,2020-05-20,
100,4:27,2020-05-15,124,D min,Bass House,Box Of Cats,2020-05-20,
1,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-05-25,13576310.0
2,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-05-25,13458364.0
3,5:44,2020-05-15,123,A min,House,Defected,2020-05-25,13535391.0
4,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-05-25,13304611.0
5,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-05-25,13527555.0
6,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-05-25,13358612.0
7,5:26,2020-02-21,124,D min,House,HouseU,2020-05-25,13098550.0
8,6:36,2020-05-08,126,D min,House,Toolroom,2020-05-25,13455896.0
9,5:10,2020-05-15,124,C min,Dance,Ultra,2020-05-25,13544804.0
10,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-05-25,13276032.0
11,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-05-25,13300094.0
12,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-05-25,13622356.0
13,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-05-25,13475456.0
14,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-05-25,13448171.0
15,7:17,2020-03-13,124,C♯ maj,House,Different,2020-05-25,13224643.0
16,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-05-25,13395227.0
17,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-05-25,13497085.0
18,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-05-25,13289612.0
19,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-05-25,13534688.0
20,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-05-25,13574641.0
21,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-05-25,13568703.0
22,8:03,2020-05-08,124,A min,House,Rekids,2020-05-25,13457531.0
23,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-05-25,13366870.0
24,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-05-25,13319301.0
25,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-05-25,13530785.0
26,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-05-25,13270039.0
27,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-25,13544294.0
28,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-05-25,13502984.0
29,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-05-25,13230811.0
30,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-05-25,13362738.0
31,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-05-25,13301110.0
32,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-05-25,13233333.0
33,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-05-25,13627389.0
34,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-05-25,13503311.0
35,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-05-25,13269352.0
36,5:39,2020-04-27,123,G maj,House,Idol Records,2020-05-25,13385932.0
37,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-05-25,13139783.0
38,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-05-25,13381544.0
39,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-05-25,13230219.0
40,4:27,2020-05-15,124,D min,Bass House,Box Of Cats,2020-05-25,13399681.0
41,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-05-25,13296484.0
42,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-25,13167905.0
43,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-05-25,13314906.0
44,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-05-25,12311681.0
45,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-05-25,13457530.0
46,5:30,2020-05-15,125,A♯ min,Tech House,DIRTYBIRD,2020-05-25,13573560.0
47,5:15,2020-05-08,87,A min,Drum & Bass,DNB Allstars Records,2020-05-25,13504927.0
48,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-05-25,13579640.0
49,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-05-25,13535844.0
50,5:02,2020-05-08,120,A min,Progressive House,UV,2020-05-25,13414539.0
51,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-05-25,13493450.0
52,5:49,2020-04-24,127,A min,Tech House,Sola,2020-05-25,13390698.0
53,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-25,13419822.0
54,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-05-25,12792193.0
55,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-05-25,13553334.0
56,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-05-25,13492244.0
57,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-25,13305157.0
58,4:44,2020-05-08,126,G maj,Bass House,SPINNIN' RECORDS,2020-05-25,13530778.0
59,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-05-25,13286413.0
60,4:13,2020-05-08,88,E min,Drum & Bass,Viper Recordings,2020-05-25,13402239.0
61,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-05-25,13153393.0
62,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-05-25,13351751.0
63,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-05-25,13006253.0
64,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-25,13478933.0
65,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-05-25,13303675.0
66,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-05-25,13192473.0
67,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-05-25,12806184.0
68,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-05-25,12635556.0
69,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-05-25,13261930.0
70,4:55,2020-04-17,87,E min,Drum & Bass,The North Quarter,2020-05-25,13398458.0
71,5:22,2020-05-22,126,F♯ min,Dance,Toolroom,2020-05-25,13552482.0
72,5:53,2020-05-15,125,F maj,House,Mother Recordings,2020-05-25,13400340.0
73,8:03,2020-05-08,127,A min,Tech House,Hot Creations,2020-05-25,13457576.0
74,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-05-25,12747484.0
75,7:55,2020-05-04,122,D min,Melodic House & Techno,Anjunadeep,2020-05-25,13471969.0
76,7:18,2020-05-01,128,A♯ maj,House,Defected,2020-05-25,13458365.0
77,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-05-25,11649874.0
78,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-05-25,13611188.0
79,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-05-25,13201928.0
80,7:11,2020-02-07,130,C♯ min,House,FFRR,2020-05-25,13085214.0
81,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-05-25,13480285.0
82,5:35,2020-04-24,122,G min,Deep House,I/AM/ME (BMG),2020-05-25,13410301.0
83,4:23,2020-05-15,126,B min,Bass House,7Wallace,2020-05-25,13551064.0
84,5:24,2020-04-10,128,A♯ min,Tech House,Etiquette,2020-05-25,13331811.0
85,6:38,2020-05-08,126,B min,Tech House,Glasgow Underground,2020-05-25,13507924.0
86,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-05-25,13433152.0
87,6:06,2020-05-01,126,F maj,Tech House,South Of Saturn,2020-05-25,13413167.0
88,3:24,2020-04-30,122,A min,Bass House,Malaa Music LLC,2020-05-25,13551216.0
89,5:14,2020-02-28,122,F♯ min,Nu Disco / Disco,Music To Dance To Records,2020-05-25,13181120.0
90,6:31,2020-05-15,130,E min,Techno (Peak Time / Driving / Hard),Terminal M,2020-05-25,13426617.0
91,7:34,2020-05-08,123,G min,House,Higher Ground (Mad Decent),2020-05-25,13494893.0
92,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-05-25,13404066.0
93,7:17,2019-12-20,123,A min,Deep House,Stride,2020-05-25,12867007.0
94,6:15,2020-04-24,124,B min,Tech House,Toolroom,2020-05-25,13397504.0
95,4:19,2020-05-08,122,G min,Tech House,Higher Ground (Mad Decent),2020-05-25,13495309.0
96,5:52,2020-04-03,128,G♯ maj,Tech House,Columbia (Sony),2020-05-25,13369945.0
97,6:57,2020-05-11,130,A maj,Techno (Peak Time / Driving / Hard),Autektone Records,2020-05-25,13461568.0
98,6:47,2020-03-13,123,A min,Afro House,Stil Vor Talent,2020-05-25,13265264.0
99,3:48,2020-05-29,121,D♯ min,Dance,UNI/MOTOWN,2020-05-25,13432529.0
100,6:58,2020-05-15,132,G♯ maj,Techno (Peak Time / Driving / Hard),Toolroom,2020-05-25,13517124.0
1,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-05-28,13576310.0
2,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-05-28,13458364.0
3,5:44,2020-05-15,123,A min,House,Defected,2020-05-28,13535391.0
4,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-05-28,13304611.0
5,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-05-28,13527555.0
6,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-05-28,13358612.0
7,5:26,2020-02-21,124,D min,House,HouseU,2020-05-28,13098550.0
8,5:10,2020-05-15,124,C min,Dance,Ultra,2020-05-28,13544804.0
9,6:36,2020-05-08,126,D min,House,Toolroom,2020-05-28,13455896.0
10,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-05-28,13276032.0
11,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-05-28,13300094.0
12,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-05-28,13622356.0
13,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-05-28,13475456.0
14,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-05-28,13395227.0
15,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-05-28,13448171.0
16,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-05-28,13534688.0
17,7:17,2020-03-13,124,C♯ maj,House,Different,2020-05-28,13224643.0
18,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-05-28,13497085.0
19,8:03,2020-05-08,124,A min,House,Rekids,2020-05-28,13457531.0
20,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-05-28,13627389.0
21,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-05-28,13289612.0
22,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-05-28,13270039.0
23,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-05-28,13574641.0
24,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-05-28,13366870.0
25,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-05-28,13502984.0
26,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-28,13544294.0
27,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-05-28,13319301.0
28,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-05-28,13233333.0
29,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-05-28,13611188.0
30,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-05-28,13230811.0
31,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-05-28,13301110.0
32,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-05-28,13530785.0
33,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-05-28,13568703.0
34,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-05-28,13362738.0
35,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-05-28,13139783.0
36,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-28,13167905.0
37,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-05-28,13296484.0
38,5:22,2020-05-22,126,F♯ min,Dance,Toolroom,2020-05-28,13552482.0
39,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-05-28,13269352.0
40,5:39,2020-04-27,123,G maj,House,Idol Records,2020-05-28,13385932.0
41,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-05-28,13230219.0
42,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-05-28,13579640.0
43,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-28,13478933.0
44,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-28,13305157.0
45,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-05-28,13492244.0
46,4:27,2020-05-15,124,D min,Bass House,Box Of Cats,2020-05-28,13399681.0
47,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-05-28,13381544.0
48,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-05-28,13314906.0
49,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-28,13419822.0
50,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-05-28,13503311.0
51,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-05-28,13535844.0
52,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-05-28,13457530.0
53,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-05-28,13286413.0
54,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-05-28,12311681.0
55,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-05-28,13153393.0
56,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-05-28,12792193.0
57,5:30,2020-05-15,125,A♯ min,Tech House,DIRTYBIRD,2020-05-28,13573560.0
58,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-05-28,13351751.0
59,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-05-28,13553334.0
60,5:15,2020-05-08,87,A min,Drum & Bass,DNB Allstars Records,2020-05-28,13504927.0
61,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-05-28,13493450.0
62,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-05-28,13303675.0
63,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-05-28,13192473.0
64,7:59,2020-05-22,126,C min,Melodic House & Techno,Mouseville,2020-05-28,13611189.0
65,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-05-28,13006253.0
66,5:49,2020-04-24,127,A min,Tech House,Sola,2020-05-28,13390698.0
67,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-05-28,12806184.0
68,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-05-28,13261930.0
69,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-05-28,12635556.0
70,4:44,2020-05-08,126,G maj,Bass House,SPINNIN' RECORDS,2020-05-28,13530778.0
71,5:53,2020-05-15,125,F maj,House,Mother Recordings,2020-05-28,13400340.0
72,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-05-28,13431846.0
73,4:13,2020-05-08,88,E min,Drum & Bass,Viper Recordings,2020-05-28,13402239.0
74,5:53,2020-05-22,122,C maj,Melodic House & Techno,Anjunadeep,2020-05-28,13562613.0
75,4:23,2020-05-15,126,B min,Bass House,7Wallace,2020-05-28,13551064.0
76,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-05-28,13480285.0
77,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-05-28,13404066.0
78,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-05-28,13201928.0
79,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-05-28,13543076.0
80,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-05-28,12747484.0
81,5:57,2020-05-15,125,D min,House,Downtown Underground,2020-05-28,13521294.0
82,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-05-28,11649874.0
83,2:57,2020-05-22,88,F♯ maj,Drum & Bass,Cult.ure,2020-05-28,13630418.0
84,8:59,2020-02-24,122,D min,Progressive House,Lost & Found,2020-05-28,13074964.0
85,7:34,2020-05-08,123,G min,House,Higher Ground (Mad Decent),2020-05-28,13494893.0
86,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-05-28,13480233.0
87,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-05-28,13544101.0
88,4:55,2020-04-17,87,E min,Drum & Bass,The North Quarter,2020-05-28,13398458.0
89,5:24,2020-04-10,128,A♯ min,Tech House,Etiquette,2020-05-28,13331811.0
90,7:17,2019-12-20,123,A min,Deep House,Stride,2020-05-28,12867007.0
91,7:55,2020-05-04,122,D min,Melodic House & Techno,Anjunadeep,2020-05-28,13471969.0
92,6:15,2020-04-24,124,B min,Tech House,Toolroom,2020-05-28,13397504.0
93,6:06,2020-05-01,126,F maj,Tech House,South Of Saturn,2020-05-28,13413167.0
94,5:52,2020-04-03,128,G♯ maj,Tech House,Columbia (Sony),2020-05-28,13369945.0
95,6:47,2020-03-13,123,A min,Afro House,Stil Vor Talent,2020-05-28,13265264.0
96,7:11,2020-02-07,130,C♯ min,House,FFRR,2020-05-28,13085214.0
97,6:36,2020-04-24,127,G min,Deep House,Glasgow Underground,2020-05-28,13393656.0
98,3:09,2019-12-13,123,G min,Bass House,Higher Ground (Mad Decent),2020-05-28,12857425.0
99,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-05-28,13433152.0
100,3:24,2020-04-30,122,A min,Bass House,Malaa Music LLC,2020-05-28,13551216.0
1,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-05-30,13576310.0
2,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-05-30,13458364.0
3,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-05-30,13358612.0
4,5:44,2020-05-15,123,A min,House,Defected,2020-05-30,13535391.0
5,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-05-30,13304611.0
6,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-05-30,13527555.0
7,5:10,2020-05-15,124,C min,Dance,Ultra,2020-05-30,13544804.0
8,5:26,2020-02-21,124,D min,House,HouseU,2020-05-30,13098550.0
9,6:36,2020-05-08,126,D min,House,Toolroom,2020-05-30,13455896.0
10,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-05-30,13276032.0
11,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-05-30,13300094.0
12,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-05-30,13395227.0
13,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-05-30,13270039.0
14,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-05-30,13534688.0
15,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-05-30,13622356.0
16,7:17,2020-03-13,124,C♯ maj,House,Different,2020-05-30,13224643.0
17,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-05-30,13611188.0
18,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-05-30,13448171.0
19,8:03,2020-05-08,124,A min,House,Rekids,2020-05-30,13457531.0
20,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-05-30,13475456.0
21,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-05-30,13289612.0
22,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-05-30,13502984.0
23,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-05-30,13497085.0
24,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-30,13544294.0
25,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-05-30,13627389.0
26,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-05-30,13574641.0
27,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-05-30,13139783.0
